cd_fcu;tem_risco;n_setores_risco
26076040001;0;0
26076040002;0;0
26076040004;0;0
26076040005;0;0
26076040006;0;0
26076040007;0;0
26076040008;1;1
26076040009;0;0
26076040010;1;1
26076040011;0;0
26077520001;0;0
26077520003;0;0
26079010002;0;0
26079010003;0;0
26079010004;0;0
26079010005;1;1
26079010006;0;0
26079010007;1;1
26079010008;0;0
26079010009;1;1
26079010013;1;1
26079010014;0;0
26079010015;1;1
26079010016;1;1
26079010017;0;0
26079010018;1;1
26079010019;0;0
26079010020;0;0
26079010021;0;0
26079010022;1;1
26079010023;1;1
26079010024;0;0
26079010027;1;1
26079010028;1;1
26079010029;1;1
26079010030;0;0
26079010031;1;1
26079010033;0;0
26079010034;1;1
26079010035;0;0
26079010038;0;0
26079010039;1;1
26079010041;0;0
26079010042;1;1
26079010043;0;0
26079010044;0;0
26079010046;1;1
26079010047;1;1
26079010055;0;0
26079010056;0;0
26079010057;0;0
26079010058;0;0
26079010059;1;1
26079010061;0;0
26079010062;0;0
26079010063;0;0
26079010064;0;0
26079010066;0;0
26079010067;0;0
26079010070;0;0
26079010071;0;0
26079010072;0;0
26079010073;0;0
26079010074;0;0
26079010075;0;0
26079010076;0;0
26079010077;1;1
26079010078;1;1
26079010079;0;0
26079010080;0;0
26079010081;0;0
26079010083;0;0
26079010085;1;1
26079010086;0;0
26079010087;1;1
26079010088;1;1
26079010089;0;0
26079010090;0;0
26079010091;0;0
26079010092;0;0
26079010093;0;0
26079010094;0;0
26079010095;0;0
26079010096;0;0
26079010097;0;0
26079010098;0;0
26079010100;0;0
26079010101;0;0
26079010102;1;1
26079010103;1;1
26079010104;0;0
26079010105;0;0
26079010106;0;0
26079010107;0;0
26079010108;0;0
26079010109;0;0
26079010110;0;0
26079010111;0;0
26079010112;1;1
26079010114;0;0
26079010115;0;0
26079010116;0;0
26079010117;0;0
26079010118;0;0
26079010119;1;1
26079010120;1;1
26079010121;1;1
26079010122;1;1
26079010123;1;1
26079010124;1;1
26079010125;1;1
26079010126;1;1
26079010127;0;0
26079010128;0;0
26079010129;0;0
26079010130;0;0
26079010131;0;0
26079010132;0;0
26079010133;1;1
26079010134;0;0
26079010135;0;0
26079010136;0;0
26079010137;0;0
26079010138;0;0
26079010139;0;0
26079010140;0;0
26079010141;1;1
26079010142;1;1
26079010143;0;0
26079010144;1;1
26079010145;1;1
26079010146;0;0
26079010147;1;1
26079010148;1;1
26079010149;1;1
26079010150;1;1
26079010151;0;0
26079010152;1;1
26079010153;0;0
26079010154;0;0
26079010155;0;0
26079010156;1;1
26079010157;0;0
26079010158;1;1
26089090001;0;0
26089090002;0;0
26089090003;0;0
26089090004;0;0
26089090005;0;0
26094020007;1;1
26094020008;0;0
26094020009;1;1
26094020015;0;0
26094020016;0;0
26094020018;0;0
26094020019;1;1
26094020020;0;0
26094020021;0;0
26094020022;0;0
26094020024;1;1
26094020025;0;0
26094020026;0;0
26094020027;0;0
26094020028;1;1
26094020030;0;0
26094020031;0;0
26094020032;0;0
26094020033;1;1
26094020034;0;0
26096000001;0;0
26096000048;0;0
26096000049;0;0
26096000050;0;0
26096000051;0;0
26096000053;0;0
26096000054;1;1
26096000055;0;0
26096000057;0;0
26096000058;0;0
26096000060;0;0
26096000061;1;1
26096000062;0;0
26096000063;1;1
26096000064;1;1
26096000065;0;0
26096000069;0;0
26096000070;0;0
26096000071;0;0
26096000072;0;0
26096000073;1;1
26096000074;0;0
26096000075;0;0
26096000076;0;0
26096000079;0;0
26096000083;0;0
26096000087;0;0
26096000088;0;0
26096000089;0;0
26096000090;0;0
26096000091;0;0
26096000092;0;0
26096000096;0;0
26096000100;1;1
26096000101;0;0
26096000102;0;0
26096000104;0;0
26096000106;0;0
26096000108;0;0
26096000110;0;0
26096000112;0;0
26096000113;0;0
26096000114;0;0
26096000116;1;1
26096000117;0;0
26096000118;0;0
26096000119;0;0
26096000120;0;0
26096000121;0;0
26096000122;0;0
26096000123;0;0
26096000124;0;0
26096000125;0;0
26096000127;1;1
26096000128;0;0
26096000129;0;0
26096000130;0;0
26096000131;0;0
26096000132;0;0
26096000133;0;0
26096000134;1;1
26096000135;0;0
26096000136;0;0
26096000139;0;0
26096000140;0;0
26096000141;0;0
26100040001;1;1
26100040003;1;1
26100040004;1;1
26100040006;0;0
26100040007;0;0
26106080001;0;0
26106080002;1;1
26106080003;0;0
26106080004;0;0
26106080005;0;0
26106080006;0;0
26106080007;0;0
26106080008;0;0
26106080009;0;0
26106080010;0;0
26106080011;0;0
26106080012;0;0
26106080013;0;0
26106080014;0;0
26107070001;0;0
26107070002;0;0
26107070004;0;0
26107070012;0;0
26107070016;0;0
26107070017;0;0
26107070019;0;0
26107070020;0;0
26107070021;0;0
26107070023;0;0
26107070024;0;0
26107070025;0;0
26107070026;0;0
26107070027;0;0
26107070029;0;0
26107070030;0;0
26107070032;0;0
26107070033;0;0
26107070034;0;0
26107070035;0;0
26107070036;0;0
26107070037;0;0
26107070038;0;0
26107070039;0;0
26107070040;0;0
26107070041;0;0
26107070042;0;0
26107070043;0;0
26107070044;0;0
26107070045;0;0
26107070046;0;0
26107070047;0;0
26107070048;1;1
26107070049;0;0
26107070050;0;0
26107070051;0;0
26107070052;1;1
26107070053;0;0
26107070054;0;0
26107070055;0;0
26107070056;0;0
26111010004;0;0
26111010005;0;0
26111010006;0;0
26111010007;0;0
26111010008;0;0
26111010009;0;0
26111010010;0;0
26111010011;1;1
26111010012;0;0
26111010013;0;0
26111010014;0;0
26111010015;0;0
26111010016;0;0
26116060016;0;0
26116060361;0;0
26116060425;0;0
26116060426;0;0
26116060427;0;0
26116060430;0;0
26116060432;0;0
26116060433;0;0
26116060434;0;0
26116060435;0;0
26116060439;0;0
26116060441;0;0
26116060454;0;0
26116060455;0;0
26116060496;0;0
26116060519;0;0
26116060530;0;0
26116060533;0;0
26116060544;0;0
26116060550;0;0
26116060551;0;0
26116060552;0;0
26116060553;0;0
26116060554;0;0
26116060555;0;0
26116060556;0;0
26116060559;0;0
26116060561;0;0
26116060562;0;0
26116060564;0;0
26116060568;0;0
26116060572;0;0
26116060575;0;0
26116060578;0;0
26116060579;0;0
26116060585;0;0
26116060587;0;0
26116060588;0;0
26116060589;0;0
26116060590;0;0
26116060594;0;0
26116060596;0;0
26116060619;0;0
26116060621;0;0
26116060622;0;0
26116060623;0;0
26116060625;0;0
26116060627;0;0
26116060630;0;0
26116060636;0;0
26116060637;0;0
26116060638;0;0
26116060639;0;0
26116060641;0;0
26116060642;0;0
26116060643;0;0
26116060647;0;0
26116060648;0;0
26116060649;0;0
26116060651;0;0
26116060652;0;0
26116060654;0;0
26116060656;0;0
26116060657;0;0
26116060661;0;0
26116060663;0;0
26116060665;0;0
26116060666;0;0
26116060667;0;0
26116060668;0;0
26116060669;0;0
26116060670;0;0
26116060671;0;0
26116060672;0;0
26116060673;0;0
26116060674;0;0
26116060675;0;0
26116060676;0;0
26116060678;0;0
26116060679;0;0
26116060680;0;0
26116060681;0;0
26116060682;0;0
26116060683;0;0
26116060684;0;0
26116060685;0;0
26116060686;0;0
26116060687;0;0
26116060688;0;0
26116060689;0;0
26116060691;0;0
26116060692;0;0
26116060694;0;0
26116060695;0;0
26116060696;0;0
26116060698;0;0
26116060703;0;0
26116060704;0;0
26116060705;0;0
26116060706;0;0
26116060707;0;0
26116060708;0;0
26116060709;0;0
26116060710;0;0
26116060711;0;0
26116060712;0;0
26116060713;0;0
26116060714;0;0
26116060715;0;0
26116060716;0;0
26116060717;0;0
26116060718;0;0
26116060719;0;0
26116060720;0;0
26116060721;0;0
26116060722;0;0
26116060723;0;0
26116060724;0;0
26116060725;0;0
26116060726;0;0
26116060727;0;0
26116060728;0;0
26116060729;0;0
26116060730;0;0
26116060731;0;0
26116060732;0;0
26116060733;0;0
26116060734;0;0
26116060735;0;0
26116060736;0;0
26116060737;0;0
26116060738;0;0
26116060739;0;0
26116060740;0;0
26116060741;0;0
26116060742;0;0
26116060744;0;0
26116060745;0;0
26116060746;0;0
26116060747;0;0
26116060748;0;0
26116060749;0;0
26116060750;0;0
26116060751;0;0
26116060752;0;0
26116060753;0;0
26116060754;0;0
26116060755;0;0
26116060756;0;0
26116060757;0;0
26116060758;0;0
26116060760;0;0
26116060761;0;0
26116060762;0;0
26116060763;0;0
26116060764;0;0
26116060765;0;0
26116060766;0;0
26116060767;0;0
26116060768;0;0
26116060769;0;0
26116060770;0;0
26116060771;0;0
26116060772;0;0
26116060773;0;0
26116060774;0;0
26116060775;0;0
26116060776;0;0
26116060777;0;0
26116060778;0;0
26116060779;0;0
26116060780;0;0
26116060781;0;0
26116060782;0;0
26116060783;0;0
26116060784;0;0
26116060785;0;0
26116060786;0;0
26116060787;0;0
26116060788;0;0
26116060789;0;0
26116060790;0;0
26116060791;0;0
26116060792;0;0
26116060793;0;0
26116060794;0;0
26116060795;0;0
26116060796;0;0
26116060797;0;0
26116060798;0;0
26116060799;0;0
26116060800;0;0
26116060801;0;0
26116060802;0;0
26116060803;0;0
26116060804;0;0
26116060805;0;0
26116060806;0;0
26116060807;0;0
26116060808;0;0
26116060809;0;0
26116060810;0;0
26116060811;0;0
26116060812;0;0
26116060813;0;0
26116060814;0;0
26116060815;0;0
26116060816;0;0
26116060817;0;0
26116060818;0;0
26116060819;0;0
26116060820;0;0
26116060821;0;0
26116060822;0;0
26116060823;0;0
26116060824;0;0
26116060825;0;0
26116060826;0;0
26116060827;0;0
26116060828;0;0
26116060829;0;0
26116060830;0;0
26116060831;0;0
26116060832;0;0
26116060833;0;0
26116060834;0;0
26116060835;0;0
26116060836;0;0
26116060837;0;0
26116060838;0;0
26116060839;0;0
26116060840;0;0
26116060841;0;0
26116060842;0;0
26116060843;0;0
26116060844;0;0
26116060845;0;0
26116060846;0;0
26116060847;0;0
26116060848;0;0
26116060849;0;0
26116060850;0;0
26116060851;0;0
26116060852;0;0
26116060853;0;0
26116060854;0;0
26116060855;0;0
26116060856;0;0
26116060857;0;0
26116060858;0;0
26116060859;0;0
26116060860;0;0
26116060861;0;0
26116060862;0;0
26116060863;0;0
26116060864;0;0
26116060865;0;0
26116060866;0;0
26116060867;0;0
26116060868;0;0
26116060869;0;0
26116060870;0;0
26116060871;0;0
26116060872;0;0
26116060873;0;0
26116060874;0;0
26116060875;0;0
26116060876;0;0
26116060877;0;0
26116060878;0;0
26116060879;0;0
26116060880;0;0
26116060881;0;0
26116060882;0;0
26116060883;0;0
26116060884;0;0
26116060885;0;0
26116060886;0;0
26116060887;0;0
26116060888;0;0
26116060889;0;0
26116060890;0;0
26116060891;0;0
26116060892;0;0
26116060893;0;0
26116060894;0;0
26116060895;0;0
26116060896;0;0
26116060897;0;0
26116060898;0;0
26116060899;0;0
26116060901;0;0
26116060910;0;0
26116060911;0;0
26116060912;0;0
26125050001;0;0
26125050002;0;0
26125050003;0;0
26125050004;0;0
26125050005;0;0
26125050006;0;0
26125050008;0;0
26137010001;0;0
26137010008;0;0
26137010009;1;1
26137010010;1;1
26137010011;0;0
26137010012;0;0
26137010013;1;1
26137010014;0;0
26137010015;0;0
26138000001;1;1
26153000002;0;0
26153000003;0;0
26153000004;0;0
26154090001;0;0
26154090002;0;0
26154090003;0;0
26164070001;0;0
26164070002;0;0
26164070003;1;1
26164070004;0;0
26164070005;0;0
26164070006;1;1
27003000001;0;0
27003000004;0;0
27003000005;0;0
27003000007;0;0
27003000009;0;0
27003000010;0;0
27003000012;0;0
27003000013;0;0
27003000014;0;0
27005080001;0;0
27005080002;1;1
27005080003;0;0
27005080004;0;0
27005080005;0;0
27005080006;0;0
27005080009;0;0
27023060003;1;1
27024050001;0;0
27036010001;0;0
27036010003;0;0
27043020011;0;0
27043020014;0;0
27043020015;0;0
27043020017;0;0
27043020019;0;0
27043020020;0;0
27043020021;0;0
27043020022;0;0
27043020024;0;0
27043020031;0;0
27043020032;0;0
27043020033;1;1
27043020044;0;0
27043020052;0;0
27043020054;0;0
27043020057;0;0
27043020062;1;1
27043020075;0;0
27043020076;0;0
27043020078;0;0
27043020082;0;0
27043020083;0;0
27043020084;0;0
27043020086;0;0
27043020087;0;0
27043020089;1;1
27043020090;0;0
27043020093;0;0
27043020095;0;0
27043020101;0;0
27043020103;0;0
27043020107;0;0
27043020111;0;0
27043020112;0;0
27043020113;0;0
27043020115;0;0
27043020116;0;0
27043020119;0;0
27043020121;0;0
27043020122;1;1
27043020123;0;0
27043020124;0;0
27043020125;0;0
27043020128;1;1
27043020129;1;1
27043020130;0;0
27043020131;0;0
27043020132;0;0
27043020133;0;0
27043020134;1;1
27043020135;0;0
27043020136;0;0
27043020138;0;0
27043020139;1;1
27043020140;1;1
27043020141;0;0
27043020142;0;0
27043020143;0;0
27043020144;0;0
27043020145;0;0
27043020147;0;0
27043020148;0;0
27043020149;0;0
27043020150;0;0
27043020151;0;0
27043020152;0;0
27043020153;0;0
27043020154;0;0
27043020155;0;0
27043020156;0;0
27043020158;0;0
27043020159;0;0
27043020160;0;0
27043020161;0;0
27043020162;0;0
27043020163;0;0
27043020165;0;0
27043020166;0;0
27043020167;0;0
27043020168;0;0
27043020175;0;0
27043020177;0;0
27043020178;0;0
27043020181;0;0
27043020183;0;0
27043020184;0;0
27043020185;0;0
27043020186;0;0
27043020188;0;0
27043020192;0;0
27043020193;0;0
27043020200;0;0
27043020201;0;0
27043020202;0;0
27043020203;1;1
27043020207;0;0
27043020208;0;0
27043020210;0;0
27043020211;0;0
27043020212;0;0
27043020213;0;0
27043020218;0;0
27043020219;1;1
27043020220;0;0
27043020221;0;0
27043020222;0;0
27043020223;0;0
27043020224;0;0
27043020226;0;0
27043020227;0;0
27043020229;0;0
27043020230;0;0
27043020231;0;0
27043020232;0;0
27043020233;0;0
27043020234;0;0
27043020235;0;0
27043020236;0;0
27043020237;0;0
27043020238;0;0
27043020241;0;0
27043020242;0;0
27043020245;0;0
27043020246;0;0
27043020249;0;0
27043020250;0;0
27043020252;0;0
27043020254;0;0
27043020257;0;0
27043020261;0;0
27043020263;0;0
27043020264;0;0
27043020267;0;0
27043020268;0;0
27043020270;0;0
27043020271;0;0
27043020274;0;0
27043020275;0;0
27043020279;0;0
27043020280;0;0
27043020281;0;0
27043020286;0;0
27043020292;1;1
27043020293;0;0
27043020296;0;0
27043020297;0;0
27043020304;0;0
27043020305;0;0
27043020306;0;0
27043020307;0;0
27043020310;1;1
27043020311;0;0
27043020312;0;0
27043020313;0;0
27043020315;0;0
27043020316;0;0
27043020317;0;0
27043020318;0;0
27043020319;0;0
27043020320;0;0
27043020321;0;0
27043020322;0;0
27043020323;0;0
27043020325;0;0
27043020326;0;0
27043020327;0;0
27043020329;0;0
27043020331;0;0
27043020333;0;0
27043020335;0;0
27043020336;0;0
27043020338;0;0
27043020340;0;0
27043020344;0;0
27043020345;0;0
27043020346;0;0
27043020349;0;0
27043020353;0;0
27043020354;0;0
27043020355;0;0
27043020356;0;0
27043020359;0;0
27043020363;0;0
27043020364;0;0
27043020366;0;0
27043020367;0;0
27043020369;0;0
27043020371;0;0
27043020372;0;0
27043020374;0;0
27043020375;0;0
27043020376;0;0
27045000001;1;1
27045000002;1;1
27045000004;1;1
27045000008;0;0
27045000009;0;0
27045000010;1;1
27047080001;1;1
27047080003;0;0
27047080005;0;0
27047080019;1;1
27047080020;0;0
27051010004;0;0
27063070002;0;0
27063070004;0;0
27064480001;1;1
27067030001;0;0
27067030002;0;0
27067030003;0;0
27073050001;0;0
27074040001;0;0
27074040003;0;0
27074040006;0;0
27077010001;0;0
27077010003;0;0
27077010004;0;0
27077010005;0;0
27077010010;0;0
27077010011;0;0
27077010012;0;0
27077010013;0;0
27085010001;1;1
27085010002;1;1
27085010003;1;1
27085010006;1;1
27085010007;1;1
27085010008;1;1
27085010010;1;1
27085010014;1;1
27087090001;0;0
28003080004;1;1
28003080006;1;1
28003080007;0;0
28003080008;0;0
28003080009;0;0
28003080010;0;0
28003080011;0;0
28003080014;0;0
28003080016;1;1
28003080017;0;0
28003080018;0;0
28003080019;1;1
28003080021;1;1
28003080022;1;1
28003080023;1;1
28003080026;0;0
28003080027;1;1
28003080028;1;1
28003080029;0;0
28003080030;0;0
28003080031;0;0
28003080032;1;1
28003080033;1;1
28003080034;0;0
28003080035;1;1
28003080036;1;1
28003080037;0;0
28003080038;0;0
28003080039;0;0
28003080040;0;0
28003080041;0;0
28003080042;0;0
28003080043;0;0
28003080046;0;0
28003080047;0;0
28003080052;0;0
28003080053;0;0
28003080054;0;0
28003080056;0;0
28003080058;0;0
28003080059;1;1
28003080060;0;0
28003080061;0;0
28003080063;1;1
28003080064;0;0
28003080065;0;0
28003080066;0;0
28003080067;0;0
28003080068;0;0
28003080069;0;0
28003080072;0;0
28003080074;0;0
28003080076;0;0
28003080077;0;0
28003080079;1;1
28003080080;0;0
28003080081;0;0
28003080083;1;1
28003080084;0;0
28003080085;1;1
28003080086;0;0
28003080087;0;0
28003080089;0;0
28003080090;0;0
28003080091;1;1
28003080092;1;1
28003080093;0;0
28003080095;0;0
28003080096;0;0
28003080097;0;0
28003080098;0;0
28003080102;0;0
28003080103;0;0
28003080104;0;0
28003080105;0;0
28003080106;0;0
28003080107;0;0
28003080108;0;0
28003080110;1;1
28003080111;1;1
28003080113;0;0
28003080114;0;0
28003080115;1;1
28003080117;0;0
28003080118;1;1
28003080119;0;0
28003080120;0;0
28003080121;0;0
28003080122;0;0
28003080123;1;1
28003080124;0;0
28003080125;0;0
28003080126;0;0
28003080127;0;0
28003080128;1;1
28006050002;0;0
28006050004;0;0
28006050006;0;0
28006050007;0;0
28006050008;0;0
28015040001;0;0
28021060002;0;0
28021060003;0;0
28021060004;0;0
28021060005;0;0
28021060006;0;0
28021060009;0;0
28021060010;0;0
28036090001;1;1
28036090002;0;0
28036090003;0;0
28036090004;0;0
28036090005;0;0
28036090006;0;0
28036090007;0;0
28036090008;1;1
28040030001;1;1
28040030002;0;0
28040030003;0;0
28044090001;0;0
28048050001;0;0
28048050002;0;0
28048050003;0;0
28048050004;0;0
28048050006;0;0
28048050007;0;0
28048050008;0;0
28048050009;0;0
28048050010;0;0
28048050011;0;0
28048050013;0;0
28048050014;0;0
28048050015;0;0
28048050016;0;0
28048050017;0;0
28048050018;0;0
28048050023;0;0
28048050024;0;0
28048050026;0;0
28048050027;0;0
28048050028;0;0
28048050030;0;0
28048050031;0;0
28048050032;0;0
28048050034;0;0
28048050036;0;0
28048050038;0;0
28048050039;0;0
28048050040;0;0
28048050041;0;0
28048050042;0;0
28048050043;0;0
28048050044;0;0
28048050045;0;0
28048050047;0;0
28048050048;0;0
28048050049;0;0
28048050050;0;0
28048050051;0;0
28048050052;0;0
28048050053;0;0
28048050054;0;0
28048050055;0;0
28048050056;0;0
28059010001;1;1
28059010003;1;1
28059010004;0;0
28061070001;0;0
28061070002;0;0
28061070003;0;0
28066020001;0;0
28067010001;0;0
28067010002;1;1
28067010003;0;0
28067010004;0;0
28067010005;0;0
28067010006;0;0
28067010007;0;0
28067010008;1;1
28067010009;0;0
28067010010;0;0
28067010012;0;0
28067010013;0;0
28067010014;0;0
28067010017;0;0
29021040001;0;0
29021040002;0;0
29032010007;0;0
29032010008;0;0
29032010010;0;0
29032010011;0;0
29032010012;0;0
29032010013;0;0
29032010014;0;0
29032010015;0;0
29032010017;0;0
29057010001;1;1
29057010002;0;0
29057010003;0;0
29057010004;0;0
29057010005;0;0
29057010006;0;0
29057010007;0;0
29057010008;0;0
29057010009;0;0
29057010012;0;0
29057010013;0;0
29057010014;0;0
29057010015;0;0
29057010016;0;0
29057010017;1;1
29057010018;0;0
29057010019;0;0
29057010020;0;0
29057010021;1;1
29057010022;1;1
29057010023;1;1
29057010024;1;1
29057010025;0;0
29057010026;0;0
29057010027;0;0
29057010028;1;1
29057010029;0;0
29057010030;1;1
29057010031;1;1
29057010032;0;0
29057010033;0;0
29057010034;0;0
29057010035;0;0
29057010036;0;0
29057010037;0;0
29057010039;0;0
29057010042;0;0
29057010045;0;0
29057010046;0;0
29057010048;0;0
29057010049;0;0
29057010050;0;0
29057010051;0;0
29057010053;0;0
29057010054;1;1
29057010055;0;0
29057010058;0;0
29060060001;0;0
29065010009;1;1
29065010011;1;1
29065010012;0;0
29065010013;1;1
29065010014;0;0
29065010017;0;0
29065010018;1;1
29065010019;1;1
29065010020;1;1
29072020001;0;0
29072020002;0;0
29075090003;0;0
29075090006;0;0
29107270001;0;0
29107270002;1;1
29107270003;0;0
29107270004;1;1
29107270005;0;0
29107270006;1;1
29107270007;0;0
29107270008;0;0
29107270010;0;0
29107270012;0;0
29107270013;1;1
29107270014;1;1
29107270015;0;0
29107270016;0;0
29107270019;1;1
29107270020;1;1
29107270021;1;1
29107270022;1;1
29107270023;0;0
29107270024;1;1
29107270025;0;0
29107270026;1;1
29107270027;0;0
29108000002;0;0
29108000003;0;0
29108000004;0;0
29108000005;0;0
29108000006;0;0
29108000007;0;0
29108000008;0;0
29108000009;0;0
29108000010;0;0
29108000011;0;0
29108000012;0;0
29108000013;0;0
29108000014;0;0
29108000015;0;0
29108000016;0;0
29108000018;0;0
29108000019;0;0
29108000021;0;0
29108000022;0;0
29108000023;0;0
29108000024;0;0
29108000025;0;0
29108000028;0;0
29108000029;0;0
29108000031;0;0
29108000032;0;0
29108000033;0;0
29108000034;0;0
29108000036;0;0
29108000037;0;0
29108000038;0;0
29108000039;0;0
29108000040;0;0
29108000041;0;0
29108000042;0;0
29108000044;0;0
29108000047;0;0
29108000048;0;0
29108000049;0;0
29108000050;0;0
29108000051;0;0
29108000056;0;0
29108000057;0;0
29108000058;0;0
29108000063;0;0
29108000064;0;0
29108000066;0;0
29108000069;0;0
29108000071;0;0
29136060001;0;0
29136060002;1;1
29136060003;1;1
29136060004;0;0
29136060005;0;0
29136060006;1;1
29136060007;1;1
29136060008;1;1
29136060009;1;1
29136060010;1;1
29136060012;0;0
29136060013;0;0
29136060014;0;0
29136060016;0;0
29136060017;1;1
29136060018;1;1
29136060019;0;0
29136060020;0;0
29136060021;1;1
29136060022;0;0
29136060023;0;0
29136060024;1;1
29147030001;0;0
29147030003;0;0
29147030004;0;0
29147030005;0;0
29148020008;0;0
29148020011;0;0
29148020012;1;1
29148020013;0;0
29148020014;0;0
29148020015;0;0
29148020016;1;1
29148020017;0;0
29148020018;1;1
29148020019;1;1
29148020022;1;1
29148020023;0;0
29148020024;1;1
29148020026;0;0
29148020027;0;0
29148020028;0;0
29148020029;0;0
29148020030;1;1
29148020031;0;0
29148020032;0;0
29148020034;0;0
29148020035;1;1
29148020036;0;0
29148020037;0;0
29148020038;1;1
29148020039;0;0
29148020040;1;1
29148020041;0;0
29148020042;0;0
29148020043;0;0
29148020044;0;0
29148020045;1;1
29148020047;1;1
29148020048;0;0
29156010004;0;0
29156010006;0;0
29161040001;0;0
29161040003;0;0
29161040004;0;0
29175080002;1;1
29175080003;1;1
29175080005;0;0
29175080006;1;1
29175080007;0;0
29175080008;0;0
29180010002;0;0
29180010003;0;0
29180010004;0;0
29180010005;0;0
29180010006;0;0
29180010007;1;1
29180010008;0;0
29180010011;0;0
29180010012;0;0
29180010014;0;0
29180010017;0;0
29180010018;0;0
29180010019;0;0
29180010021;0;0
29192070001;1;1
29192070005;0;0
29192070010;0;0
29192070012;0;0
29192070013;0;0
29192070014;1;1
29192070016;0;0
29192070017;0;0
29192070018;0;0
29192070019;0;0
29192070020;0;0
29192070021;0;0
29192070023;0;0
29192070025;0;0
29192070027;0;0
29192070028;0;0
29192070030;0;0
29192070034;0;0
29192070036;0;0
29192070037;0;0
29192070038;0;0
29192070041;0;0
29192070042;1;1
29192070043;0;0
29192070044;0;0
29192070046;0;0
29192070051;0;0
29192070052;0;0
29192070053;0;0
29192070065;0;0
29192070068;0;0
29192070076;0;0
29192070077;0;0
29192070078;0;0
29192070079;0;0
29199260001;0;0
29253030003;0;0
29274080001;0;0
29274080002;0;0
29274080003;0;0
29274080005;0;0
29274080008;0;0
29274080009;0;0
29274080010;0;0
29274080020;0;0
29274080022;0;0
29274080044;0;0
29274080048;0;0
29274080049;0;0
29274080054;0;0
29274080102;0;0
29274080122;0;0
29274080124;0;0
29274080129;0;0
29274080146;0;0
29274080149;0;0
29274080151;0;0
29274080152;0;0
29274080153;0;0
29274080154;0;0
29274080155;0;0
29274080156;0;0
29274080157;0;0
29274080158;0;0
29274080159;0;0
29274080160;0;0
29274080161;0;0
29274080162;0;0
29274080163;0;0
29274080164;0;0
29274080165;0;0
29274080167;0;0
29274080168;0;0
29274080169;0;0
29274080170;0;0
29274080172;0;0
29274080173;0;0
29274080177;0;0
29274080178;0;0
29274080179;0;0
29274080180;0;0
29274080181;0;0
29274080182;0;0
29274080185;0;0
29274080186;0;0
29274080187;0;0
29274080189;0;0
29274080190;0;0
29274080191;0;0
29274080193;1;1
29274080194;0;0
29274080195;0;0
29274080196;0;0
29274080197;0;0
29274080198;0;0
29274080199;0;0
29274080200;0;0
29274080201;0;0
29274080202;0;0
29274080203;0;0
29274080204;0;0
29274080206;0;0
29274080207;0;0
29274080208;0;0
29274080209;0;0
29274080210;0;0
29274080211;0;0
29274080212;0;0
29274080213;0;0
29274080214;0;0
29274080215;0;0
29274080216;0;0
29274080217;0;0
29274080218;0;0
29274080220;0;0
29274080221;0;0
29274080222;0;0
29274080223;0;0
29274080224;0;0
29274080225;0;0
29274080226;0;0
29274080227;0;0
29274080228;0;0
29274080229;0;0
29274080231;0;0
29274080232;0;0
29274080233;0;0
29274080234;0;0
29274080235;0;0
29274080236;0;0
29274080237;0;0
29274080238;0;0
29274080239;0;0
29274080240;0;0
29274080241;0;0
29274080242;0;0
29274080243;0;0
29274080244;0;0
29274080245;0;0
29274080246;0;0
29274080248;0;0
29274080249;0;0
29274080250;0;0
29274080251;0;0
29274080252;0;0
29274080253;0;0
29274080254;0;0
29274080255;0;0
29274080256;0;0
29274080257;0;0
29274080258;0;0
29274080259;0;0
29274080260;0;0
29274080261;0;0
29274080262;0;0
29274080263;0;0
29274080264;0;0
29274080265;0;0
29274080266;0;0
29274080267;0;0
29274080268;0;0
29274080269;0;0
29274080270;0;0
29274080271;0;0
29274080272;0;0
29274080273;0;0
29274080274;0;0
29274080275;0;0
29274080276;0;0
29274080278;0;0
29274080279;0;0
29274080280;0;0
29274080281;0;0
29274080282;0;0
29274080283;0;0
29274080284;0;0
29274080286;0;0
29274080287;0;0
29274080289;0;0
29274080290;0;0
29274080291;0;0
29274080293;0;0
29274080294;0;0
29274080295;0;0
29274080296;0;0
29274080297;0;0
29274080298;0;0
29274080299;0;0
29274080300;0;0
29274080301;0;0
29274080302;0;0
29274080303;0;0
29274080304;0;0
29274080305;0;0
29274080306;0;0
29274080307;0;0
29274080308;0;0
29274080309;0;0
29274080310;0;0
29274080311;0;0
29274080312;0;0
29274080314;0;0
29274080315;0;0
29274080316;0;0
29274080318;0;0
29274080319;0;0
29274080321;0;0
29274080322;0;0
29274080323;0;0
29274080324;0;0
29274080325;0;0
29274080326;0;0
29274080327;0;0
29274080329;0;0
29274080330;0;0
29274080331;0;0
29274080332;0;0
29274080333;0;0
29274080335;0;0
29274080336;0;0
29274080337;0;0
29274080338;0;0
29274080339;0;0
29274080340;0;0
29274080341;0;0
29274080342;0;0
29274080343;0;0
29274080344;0;0
29274080347;0;0
29274080349;0;0
29274080350;0;0
29274080351;0;0
29274080352;0;0
29274080353;0;0
29274080354;0;0
29274080355;0;0
29274080356;0;0
29274080357;0;0
29274080358;0;0
29274080359;0;0
29274080360;0;0
29274080361;0;0
29274080362;0;0
29274080363;0;0
29274080365;0;0
29274080366;0;0
29274080367;0;0
29274080368;0;0
29274080369;0;0
29274080370;0;0
29274080371;0;0
29274080372;0;0
29274080373;0;0
29274080374;0;0
29274080375;0;0
29274080376;0;0
