cd_fcu;total_pessoas;total_dp_ocupados;total_dp_agua_rede_geral;total_dp_esgoto_rede_geral;total_dp_lixo_coleta;cont_dp_permanentes;pop_analfabeta_15m;pop_alfabetizada_15m;pop_total_15m;total_banheiros;renda_media_pond;renda_sm_pond;faces_total;faces_via_pav;faces_bueiro;faces_ilum;faces_ponto_on;faces_via_bic;faces_calcada;faces_obstac;faces_rampa;perc_agua_adequada;perc_esgoto_adequado;perc_lixo_coleta;perc_analfabeto_populacao;num_medio_banheiros_por_morador;perc_via_pavimentada;perc_bueiro;perc_iluminacao_publica;perc_ponto_onibus;perc_via_bicicleta;perc_calcada;perc_obstaculo_calcada;perc_rampa_cadeirante;i_agua_adequada;i_esgoto_adequado;i_lixo_coleta;i_banheiros;i_rendimento_medio;i_renda_ge_10_sm;i_analfabetismo;i_renda_ate_2_sm;IDS;i_via_pav;i_bueiro;i_ilum;i_pont_on;i_via_bic;i_calcad;i_obstac;i_rampa;IDA;nm_fcu;nm_mun;nm_uf;cd_mun
11002050006;6702;2022;64;26;1987;1080;251;4826;5077;1954;1694,318750000000;1,397952764026403;382;195;147;365;24;0;200;198;1;3,165182987141444;1,285855588526212;98,269040553907033;4,943864486901713;0,29155475977320205;51,047120418848166;38,481675392670155;95,549738219895289;6,2827225130890048;0,000000000000000;52,356020942408378;51,832460732984295;0,261780104712042;0,03165182987141444;0,01285855588526211;0,98269040553907028;0,11890487755840215;0,00778186646491942;0,00778186646491942;0,931854840856220;0,992218133535081;0,385717797021911;0,51047120418848169;0,38481675392670156;0,95549738219895286;0,062827225130890049;0,00000000000000000;0,52356020942408377;0,4816753926701570;0,00261780104712042;0,365183246073298;Cidade Nova II;Porto Velho;Rondônia;1100205
11002050007;1076;339;3;7;328;146;48;795;843;362;2267,275000000000;1,870688943894389;40;26;16;38;1;0;22;22;0;0,884955752212389;2,064896755162242;96,755162241887902;5,693950177935942;0,33643122676579923;65,000000000000000;40,000000000000000;95,000000000000000;2,5000000000000000;0,000000000000000;55,000000000000007;55,000000000000007;0,000000000000000;0,00884955752212389;0,02064896755162242;0,96755162241887904;0,13720686246566038;0,01102350047278853;0,01102350047278853;0,921515821871694;0,988976499527211;0,383349541537846;0,65000000000000002;0,40000000000000002;0,94999999999999996;0,025000000000000001;0,00000000000000000;0,55000000000000004;0,4500000000000000;0,00000000000000000;0,378125000000000;Eletronorte;Porto Velho;Rondônia;1100205
11002050008;1430;444;309;7;440;192;57;1066;1123;394;2481,125000000000;2,047132838283829;100;89;51;88;5;0;25;25;0;69,594594594594597;1,576576576576576;99,099099099099092;5,075690115761353;0,27552447552447551;89,000000000000000;51,000000000000000;88,000000000000000;5,0000000000000000;0,000000000000000;25,000000000000000;25,000000000000000;0,000000000000000;0,69594594594594594;0,01576576576576576;0,99099099099099097;0,11236724124162949;0,01223340687067286;0,01223340687067286;0,930037784890857;0,987766593129327;0,469667641963233;0,89000000000000001;0,51000000000000001;0,88000000000000000;0,050000000000000003;0,00000000000000000;0,25000000000000000;0,7500000000000000;0,00000000000000000;0,416250000000000;Esperança da Comunidade;Porto Velho;Rondônia;1100205
11002050009;721;218;63;29;206;104;34;519;553;299;2496,390000000000;2,059727722772277;36;5;3;34;0;0;5;5;0;28,899082568807337;13,302752293577983;94,495412844036693;6,148282097649186;0,41470180305131760;13,888888888888889;8,333333333333332;94,444444444444443;0,0000000000000000;0,000000000000000;13,888888888888889;13,888888888888889;0,000000000000000;0,28899082568807338;0,13302752293577982;0,94495412844036697;0,16912797840592073;0,01231977217889687;0,01231977217889687;0,915253408924295;0,987680227821103;0,432959204571667;0,13888888888888890;0,08333333333333331;0,94444444444444442;0,000000000000000000;0,00000000000000000;0,13888888888888890;0,8611111111111112;0,00000000000000000;0,270833333333333;Floresta III;Porto Velho;Rondônia;1100205
11002050010;695;236;0;0;219;128;29;474;503;310;1615,370000000000;1,332813531353135;65;7;12;50;1;0;5;5;0;0,000000000000000;0,000000000000000;92,796610169491515;5,765407554671969;0,44604316546762590;10,769230769230770;18,461538461538463;76,923076923076934;1,5384615384615385;0,000000000000000;7,692307692307693;7,692307692307693;0,000000000000000;0,00000000000000000;0,00000000000000000;0,92796610169491511;0,18190993697700894;0,00733519544443791;0,00733519544443791;0,920530868841008;0,992664804555562;0,379717762869671;0,10769230769230770;0,18461538461538463;0,76923076923076938;0,015384615384615385;0,00000000000000000;0,07692307692307693;0,9230769230769231;0,00000000000000000;0,259615384615385;Jardim Santana IV;Porto Velho;Rondônia;1100205
11002050011;1557;458;359;0;455;282;67;1069;1136;323;1662,595000000000;1,371778052805281;153;24;6;148;0;0;77;76;2;78,384279475982538;0,000000000000000;99,344978165938869;5,897887323943662;0,20745022479126526;15,686274509803921;3,921568627450980;96,732026143790847;0,0000000000000000;0,000000000000000;50,326797385620914;49,673202614379086;1,307189542483660;0,78384279475982543;0,00000000000000000;0,99344978165938869;0,08460449624439856;0,00760238192860947;0,00760238192860947;0,918704796345641;0,992397618071390;0,473525531367233;0,15686274509803921;0,03921568627450980;0,96732026143790850;0,000000000000000000;0,00000000000000000;0,50326797385620914;0,5032679738562091;0,01307189542483660;0,272875816993464;Maringá;Porto Velho;Rondônia;1100205
11002050012;321;97;81;25;97;43;11;241;252;0;2020,630000000000;1,667186468646865;21;14;12;18;1;0;12;10;3;83,505154639175259;25,773195876288657;100,000000000000000;4,365079365079365;0,00000000000000000;66,666666666666657;57,142857142857139;85,714285714285708;4,7619047619047619;0,000000000000000;57,142857142857139;47,619047619047613;14,285714285714285;0,83505154639175261;0,25773195876288657;1,00000000000000000;0,00000000000000000;0,00962804869113701;0,00962804869113701;0,939832689832690;0,990371951308863;0,505280530459808;0,66666666666666652;0,57142857142857140;0,85714285714285710;0,047619047619047616;0,00000000000000000;0,57142857142857140;0,5238095238095239;0,14285714285714285;0,422619047619048;Mato Grosso;Porto Velho;Rondônia;1100205
11002050013;624;208;180;0;199;85;9;482;491;301;2599,680000000000;2,144950495049505;32;31;26;28;3;0;24;18;2;86,538461538461547;0,000000000000000;95,673076923076934;1,832993890020367;0,48237179487179488;96,875000000000000;81,250000000000000;87,500000000000000;9,3750000000000000;0,000000000000000;75,000000000000000;56,250000000000000;6,250000000000000;0,86538461538461542;0,00000000000000000;0,95673076923076938;0,19672585435228176;0,01290415951505526;0,01290415951505526;0,974734408542963;0,987095840484945;0,500809975878211;0,96875000000000000;0,81250000000000000;0,87500000000000000;0,093750000000000000;0,00000000000000000;0,75000000000000000;0,4375000000000000;0,06250000000000000;0,500000000000000;Mocambo;Porto Velho;Rondônia;1100205
11002050014;7697;2348;3;7;2132;1266;348;5491;5839;1903;1960,312500000000;1,617419554455445;408;336;148;365;7;0;286;220;2;0,127768313458262;0,298126064735945;90,800681431005117;5,959924644630930;0,24723918409770040;82,352941176470580;36,274509803921568;89,460784313725497;1,7156862745098040;0,000000000000000;70,098039215686271;53,921568627450981;0,490196078431373;0,00127768313458262;0,00298126064735946;0,90800681431005115;0,10083164114914372;0,00928678832567342;0,00928678832567342;0,917849687330763;0,990713211674327;0,367529234362197;0,82352941176470584;0,36274509803921567;0,89460784313725494;0,017156862745098041;0,00000000000000000;0,70098039215686270;0,4607843137254902;0,00490196078431373;0,408088235294118;Nacional;Porto Velho;Rondônia;1100205
11002050016;4173;1304;0;18;1273;855;115;2818;2933;1113;1655,761428571428;1,366139792550684;340;28;22;332;10;0;62;57;2;0,000000000000000;1,380368098159509;97,622699386503058;3,920900102284350;0,26671459381739754;8,235294117647058;6,470588235294119;97,647058823529406;2,9411764705882351;0,000000000000000;18,235294117647058;16,764705882352938;0,588235294117647;0,00000000000000000;0,01380368098159509;0,97622699386503053;0,10877430416696474;0,00756371939977230;0,00756371939977230;0,945955160752297;0,992436280600228;0,381540482395707;0,08235294117647057;0,06470588235294118;0,97647058823529409;0,029411764705882349;0,00000000000000000;0,18235294117647058;0,8323529411764706;0,00588235294117647;0,271691176470588;Novo Horizonte;Porto Velho;Rondônia;1100205
11002050017;2874;893;76;17;852;544;92;1975;2067;631;1838,772500000000;1,517139026402640;265;120;42;216;5;0;59;48;7;8,510638297872340;1,903695408734603;95,408734602463610;4,450895016932753;0,21955462769659012;45,283018867924532;15,849056603773585;81,509433962264154;1,8867924528301887;0,000000000000000;22,264150943396228;18,113207547169811;2,641509433962264;0,08510638297872340;0,01903695408734602;0,95408734602463607;0,08954103902797314;0,00859914734555249;0,00859914734555249;0,938649825442278;0,991400852654448;0,386877586863314;0,45283018867924535;0,15849056603773584;0,81509433962264155;0,018867924528301886;0,00000000000000000;0,22264150943396227;0,8188679245283019;0,02641509433962265;0,314150943396226;Fora do Perímetro VI;Porto Velho;Rondônia;1100205
11002050018;920;335;240;4;330;132;29;688;717;433;2525,213333333333;2,083509350935093;37;19;1;32;5;0;24;23;3;71,641791044776113;1,194029850746269;98,507462686567166;4,044630404463041;0,47065217391304348;51,351351351351347;2,702702702702703;86,486486486486484;13,5135135135135140;0,000000000000000;64,864864864864870;62,162162162162161;8,108108108108109;0,71641791044776115;0,01194029850746269;0,98507462686567171;0,19194623732179589;0,01248284692946199;0,01248284692946199;0,944249689019564;0,987517153070538;0,482763951136465;0,51351351351351349;0,02702702702702703;0,86486486486486480;0,135135135135135143;0,00000000000000000;0,64864864864864868;0,3783783783783784;0,08108108108108109;0,331081081081081;Planalto III;Porto Velho;Rondônia;1100205
11002050019;846;248;0;0;241;186;48;512;560;0;1506,630000000000;1,243094059405941;99;0;0;96;8;0;0;0;0;0,000000000000000;0,000000000000000;97,177419354838719;8,571428571428571;0,00000000000000000;0,000000000000000;0,000000000000000;96,969696969696969;8,0808080808080813;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,00000000000000000;0,00000000000000000;0,97177419354838723;0,00000000000000000;0,00671997345843865;0,00671997345843866;0,881853281853282;0,993280026541561;0,357543431107513;0,00000000000000000;0,00000000000000000;0,96969696969696972;0,080808080808080815;0,00000000000000000;0,00000000000000000;1,0000000000000000;0,00000000000000000;0,256313131313131;Cidade Jardim IV;Porto Velho;Rondônia;1100205
11002050020;584;240;66;13;229;57;11;487;498;257;2072,210000000000;1,709744224422442;43;37;34;40;4;2;36;31;7;27,500000000000004;5,416666666666667;95,416666666666671;2,208835341365462;0,44006849315068491;86,046511627906980;79,069767441860463;93,023255813953483;9,3023255813953494;4,651162790697675;83,720930232558146;72,093023255813947;16,279069767441861;0,27500000000000002;0,05416666666666667;0,95416666666666672;0,17947328431920265;0,00991987460651168;0,00991987460651168;0,969553891240638;0,990080125393488;0,430285047937461;0,86046511627906985;0,79069767441860461;0,93023255813953487;0,093023255813953487;0,04651162790697674;0,83720930232558144;0,2790697674418605;0,16279069767441862;0,500000000000000;Roque A;Porto Velho;Rondônia;1100205
11002050021;567;179;168;7;54;88;6;443;449;251;1439,520000000000;1,187722772277228;29;26;6;29;0;3;24;22;0;93,854748603351950;3,910614525139665;30,167597765363130;1,336302895322940;0,44268077601410932;89,655172413793110;20,689655172413794;100,000000000000000;0,0000000000000000;10,344827586206897;82,758620689655174;75,862068965517238;0,000000000000000;0,93854748603351945;0,03910614525139665;0,30167597765363130;0,18053865253430235;0,00634028293535230;0,00634028293535230;0,981580689821224;0,993659717064648;0,430973654278678;0,89655172413793105;0,20689655172413793;1,00000000000000000;0,000000000000000000;0,10344827586206896;0,82758620689655171;0,2413793103448276;0,00000000000000000;0,409482758620690;Roque III;Porto Velho;Rondônia;1100205
